Отметка времени,"Какая у Вас профессия, должность в Вашей компании?",1)Что Вы видите на картинке?,2)Что Вы видите на картинке?,3)Что Вы видите на картинке?,4)Что Вы видите на картинке?,5)Что Вы видите на картинке?,6)Что Вы видите на картинке? (необязательный вопрос),7)Что Вы видите на картинке,8)Что Вы видите на картинке?,9)Что Вы видите на картинке? (необязательный вопрос),10)Что Вы видите на картинке?,"Если У Вас где-то выбран ответ ""иное"", то напишите номер картинки и ваш ответ сюда",Любите решать задачи по математике?,Стартап или крупная компания?,Что вам больше нравится?,Вы хорошо рисуете?,Красота или функциональность?,Учить или учиться?,Игры или социальные сети?,Руководить или действовать по готовому плану?,Эгоизм или альтруизм?,Как вы отдыхаете?,Интересная работа или хорошая зарплата?
12.12.2018 15:21:12,Qa,Лицо животного,Иное,"Два разных человека, взаимодействующих друг с другом",Монстр,Летучая мышь,Иное,Иное,Четырехлапое животное,"Что-то, связанное с человеком",Краб,"2 - лицо с открытым ртом,  6 - перевернутая палица, 7 - горы",Очень!,"Главное, чтобы было интересно",Решать задачи,Совсем не умею рисовать,Функциональность,Учиться всю жизнь!,"Конечно, игры!",Будем все решать вместе,"Думаю о себе, но не забываю о других",За компьютером,"И то, и то, и побольше"
12.12.2018 15:25:51,Qa,Летучая мышь,Иное,Иное,Монстр,Летучая мышь,Шкура животного,Иное,Четырехлапое животное,"Что-то, связанное с человеком",Иное,"2. тазовые кости человека, 3. морда животного, 7. кулаки в круге, 8. городской праздник","Умею, но не люблю",Стабильность и серьезная компания,Работать над проектами,Совсем не умею рисовать,"Важно и то, и другое",Учиться всю жизнь!,"Естественно, соцсети!",Будем все решать вместе,Главное в жизни - друзья!,За компьютером,"И то, и то, и побольше"
12.12.2018 15:28:11,Qa,Бабочки,Медведь,Иное,Шкура животного,Моль,Шкура животного,Иное,Четырехлапое животное,"Что-то, связанное со злом",Краб,3) Клоун 7) Две руки,"Умею, но не люблю","Главное, чтобы было интересно",Создавать новые продукты,Рисую для себя,"Важно и то, и другое",Учиться всю жизнь!,"Конечно, игры!",Будем все решать вместе,"Думаю о себе, но не забываю о других",В шумной веселой компании,Хочу заниматься интересным делом
12.12.2018 15:31:24,Qa,Иное,"Человек, который смотрит на себя в зеркало",Зеркало с одним человеком,Монстр,Летучая мышь,Шкура животного,Иное,Иное,Иное,Иное,,"Умею, но не люблю",Стабильность и серьезная компания,Работать над проектами,Совсем не умею рисовать,"Важно и то, и другое",Люблю учить!,"Конечно, игры!",Будем все решать вместе,"Думаю о себе, но не забываю о других",За компьютером,"И то, и то, и побольше"
12.12.2018 15:32:26,Qa,Летучая мышь,Иное,Иное,Шкура животного,Бабочки,Шкура животного,Иное,Иное,Иное,Иное,,"Умею, но не люблю",Стабильность и серьезная компания,Работать над проектами,Совсем не умею рисовать,"Важно и то, и другое",Люблю учить!,"Конечно, игры!",Хочу быть начальником,"Думаю о себе, но не забываю о других",За компьютером,"И то, и то, и побольше"
12.12.2018 15:33:15,Qa,Лицо животного,"Человек, который смотрит на себя в зеркало","Два разных человека, взаимодействующих друг с другом",Шкура животного,Моль,Иное,Иное,Четырехлапое животное,"Что-то, связанное со злом",Краб,"6 - музыкальный инструмент,  7 - жук, ","Умею, но не люблю","Главное, чтобы было интересно",Работать над проектами,Рисую для себя,"Важно и то, и другое",Люблю учить!,"Конечно, игры!",Хочу быть начальником,Каждый сам за себя,С книжкой в одиночестве,"И то, и то, и побольше"
12.12.2018 15:36:58,Qa,Иное,Медведь,Зеркало с одним человеком,Монстр,Летучая мышь,Иное,Иное,Четырехлапое животное,Иное,Лобстер,1) Монстр 6) Енот 7) Два зайца 9) Олени,Очень!,Свобода и стартап,Создавать новые продукты,Совсем не умею рисовать,"Важно и то, и другое",Люблю учить!,"Конечно, игры!",Будем все решать вместе,"Думаю о себе, но не забываю о других",В шумной веселой компании,"И то, и то, и побольше"
12.12.2018 15:38:07,Qa,Иное,Иное,Иное,Иное,Иное,Шкура животного,Иное,Иное,Иное,Иное,,Я гуманитарий,"Главное, чтобы было интересно",Работать над проектами,Совсем не умею рисовать,"Важно и то, и другое",Учиться всю жизнь!,"Конечно, игры!",Будем все решать вместе,"Думаю о себе, но не забываю о других",За компьютером,"И то, и то, и побольше"
12.12.2018 15:38:43,Qa,Летучая мышь,Слон,"Два разных человека, взаимодействующих друг с другом",Иное,Летучая мышь,Шкура животного,Головы женщин,Четырехлапое животное,Иное,Краб,,Очень!,Стабильность и серьезная компания,Решать задачи,Совсем не умею рисовать,"Важно и то, и другое",Учиться всю жизнь!,"Конечно, игры!",Будем все решать вместе,"Думаю о себе, но не забываю о других",За компьютером,"И то, и то, и побольше"
12.12.2018 15:39:32,Qa,Лицо животного,"Человек, который смотрит на себя в зеркало",Зеркало с одним человеком,Шкура животного,Бабочки,Иное,Поцелуй,Четырехлапое животное,"Что-то, связанное с человеком",Краб,6 - контрабас,Очень!,Стабильность и серьезная компания,Работать над проектами,Рисую для себя,"Важно и то, и другое",Люблю учить!,"Естественно, соцсети!",Хочу быть начальником,"Думаю о себе, но не забываю о других",В шумной веселой компании,Хочу заниматься интересным делом
12.12.2018 15:41:03,Qa,Иное,Иное,"Два разных человека, взаимодействующих друг с другом",Монстр,Моль,Шкура животного,Иное,Иное,Иное,Иное,,"Умею, но не люблю","Главное, чтобы было интересно",Работать над проектами,Совсем не умею рисовать,"Важно и то, и другое",Люблю учить!,"Конечно, игры!","Пусть четко скажут, что делать","Думаю о себе, но не забываю о других",В шумной веселой компании,"И то, и то, и побольше"
12.12.2018 15:41:28,Qa,Бабочки,Слон,"Два разных человека, взаимодействующих друг с другом",Шкура животного,Моль,,Головы женщин,Четырехлапое животное,,Лобстер,,"Умею, но не люблю","Главное, чтобы было интересно",Работать над проектами,Совсем не умею рисовать,"Важно и то, и другое",Учиться всю жизнь!,Работа важнее!,Хочу быть начальником,"Думаю о себе, но не забываю о других",За компьютером,"И то, и то, и побольше"
12.12.2018 15:47:43,Qa,Иное,Иное,Иное,Иное,Летучая мышь,Шкура животного,Иное,Иное,Иное,Иное,"1) Два танцующих медведя
2) Два медведя дают пять
3) Лицо клоуна
4) Летучая мышь
7) клетка
8) Две пантеры 
9) Два оленя
10) Эйфелева башня",Очень!,Стабильность и серьезная компания,Решать задачи,Совсем не умею рисовать,"Важно и то, и другое",Учиться всю жизнь!,"Конечно, игры!",Будем все решать вместе,Каждый сам за себя,За компьютером,"И то, и то, и побольше"
12.12.2018 16:09:04,Qa,Лицо животного,Иное,"Два разных человека, взаимодействующих друг с другом",Иное,Летучая мышь,,Иное,Иное,Иное,Иное,"10 - морские коньки смотрят шоу-балет клопов, лобстеры аплодируют, 9 - морские коньки размножаются, 8 - барсуки едят легкие, 7 - двух зайчиков",Очень!,"Главное, чтобы было интересно",Работать над проектами,Совсем не умею рисовать,"Важно и то, и другое",Учиться всю жизнь!,Работа важнее!,Будем все решать вместе,Каждый сам за себя,С книжкой в одиночестве,"И то, и то, и побольше"
12.12.2018 16:24:16,Qa,Летучая мышь,Медведь,"Два разных человека, взаимодействующих друг с другом",Монстр,Летучая мышь,Шкура животного,Головы детей,Моль,"Что-то, связанное со злом",Паук,"8 - хорьки, 7 - зайцы","Умею, но не люблю",Стабильность и серьезная компания,Работать над проектами,Совсем не умею рисовать,Функциональность,"Хватит учебы, хочу работать","Естественно, соцсети!",Хочу быть начальником,"Думаю о себе, но не забываю о других",За компьютером,Без денег никуда
12.12.2018 16:33:28,Qa,Лицо животного,"Человек, который смотрит на себя в зеркало","Два разных человека, взаимодействующих друг с другом",Большое животное,Летучая мышь,,Головы женщин,Четырехлапое животное,,Лобстер,,"Умею, но не люблю",Стабильность и серьезная компания,Работать над проектами,Рисую для себя,"Важно и то, и другое",Учиться всю жизнь!,"Естественно, соцсети!",Будем все решать вместе,"Думаю о себе, но не забываю о других",С книжкой в одиночестве,"И то, и то, и побольше"
12.12.2018 16:38:38,Qa,Летучая мышь,Медведь,"Два разных человека, взаимодействующих друг с другом",Монстр,Летучая мышь,Шкура животного,Поцелуй,Четырехлапое животное,,Краб,,Очень!,"Главное, чтобы было интересно",Решать задачи,Рисую для себя,"Важно и то, и другое",Учиться всю жизнь!,Работа важнее!,Будем все решать вместе,"Думаю о себе, но не забываю о других",За компьютером,"И то, и то, и побольше"
12.12.2018 17:31:35,Qa,Летучая мышь,Медведь,"Два разных человека, взаимодействующих друг с другом",Монстр,Бабочки,Шкура животного,Поцелуй,Бабочка,"Что-то, связанное с человеком",Лобстер,,Очень!,Стабильность и серьезная компания,Решать задачи,Совсем не умею рисовать,Функциональность,Учиться всю жизнь!,Работа важнее!,"Пусть четко скажут, что делать","Думаю о себе, но не забываю о других",За компьютером,Без денег никуда
12.12.2018 17:47:58,Qa,Летучая мышь,Слон,"Два разных человека, взаимодействующих друг с другом",Большое животное,Летучая мышь,Шкура животного,Головы женщин,Четырехлапое животное,"Что-то, связанное с человеком",Морда,,Очень!,"Главное, чтобы было интересно",Решать задачи,Рисую для себя,"Важно и то, и другое","Хватит учебы, хочу работать","Конечно, игры!",Будем все решать вместе,"Думаю о себе, но не забываю о других",За компьютером,"И то, и то, и побольше"
12.12.2018 19:05:57,Qa,Лицо животного,"Человек, который смотрит на себя в зеркало","Два разных человека, взаимодействующих друг с другом",Большое животное,Летучая мышь,Шкура животного,Поцелуй,Четырехлапое животное,"Что-то, связанное с человеком",Змеи,,Очень!,"Главное, чтобы было интересно",Работать над проектами,Рисую для себя,Функциональность,Учиться всю жизнь!,"Конечно, игры!",Будем все решать вместе,"Думаю о себе, но не забываю о других",За компьютером,"И то, и то, и побольше"
12.12.2018 19:25:28,Qa,Лицо животного,"Человек, который смотрит на себя в зеркало","Два разных человека, взаимодействующих друг с другом",Шкура животного,Моль,Шкура животного,Головы женщин,Четырехлапое животное,"Что-то, связанное со злом",Паук,,Я гуманитарий,"Главное, чтобы было интересно",Работать над проектами,Совсем не умею рисовать,"Важно и то, и другое",Учиться всю жизнь!,"Конечно, игры!",Будем все решать вместе,"Думаю о себе, но не забываю о других",За компьютером,"И то, и то, и побольше"
12.12.2018 19:34:28,Qa,Лицо животного,Медведь,"Два разных человека, взаимодействующих друг с другом",Шкура животного,Моль,Шкура животного,Головы женщин,Четырехлапое животное,"Что-то, связанное с человеком",Гусениц,,"Умею, но не люблю","Главное, чтобы было интересно",Решать задачи,Совсем не умею рисовать,"Важно и то, и другое",Учиться всю жизнь!,"Конечно, игры!",Будем все решать вместе,"Думаю о себе, но не забываю о других",За компьютером,"И то, и то, и побольше"
12.12.2018 19:35:53,Qa,Летучая мышь,"Человек, который смотрит на себя в зеркало","Два разных человека, взаимодействующих друг с другом",Большое животное,Бабочки,Шкура животного,Головы женщин,Четырехлапое животное,,Краб,,Очень!,"Главное, чтобы было интересно",Решать задачи,Рисую для себя,"Важно и то, и другое",Учиться всю жизнь!,Работа важнее!,Хочу быть начальником,"Думаю о себе, но не забываю о других",В шумной веселой компании,"И то, и то, и побольше"
12.12.2018 21:10:42,Qa,Лицо животного,Собака,"Два разных человека, взаимодействующих друг с другом",Шкура животного,Моль,Шкура животного,Головы детей,Моль,"Что-то, связанное с человеком",Лобстер,,Очень!,Свобода и стартап,Решать задачи,Совсем не умею рисовать,Функциональность,"Хватит учебы, хочу работать","Конечно, игры!",Будем все решать вместе,"Думаю о себе, но не забываю о других",В шумной веселой компании,"И то, и то, и побольше"
12.12.2018 23:49:32,Qa,Лицо животного,"Человек, который смотрит на себя в зеркало","Два разных человека, взаимодействующих друг с другом",Шкура животного,Бабочки,Шкура животного,Головы женщин,Четырехлапое животное,,Краб,,"Умею, но не люблю",Стабильность и серьезная компания,Решать задачи,Совсем не умею рисовать,"Важно и то, и другое",Учиться всю жизнь!,Работа важнее!,Будем все решать вместе,"Думаю о себе, но не забываю о других",За компьютером,"И то, и то, и побольше"
12.12.2018 17:27:26,robot,Моль,Собака,"Два разных человека, взаимодействующих друг с другом",Большое животное,Моль,Шкура животного,Головы детей,Четырехлапое животное,"Что-то, связанное со злом",Лобстер,,Очень!,"Главное, чтобы было интересно",Решать задачи,Совсем не умею рисовать,"Важно и то, и другое",Учиться всю жизнь!,"Конечно, игры!",Будем все решать вместе,"Думаю о себе, но не забываю о других",За компьютером,"И то, и то, и побольше"
13.12.2018 7:03:30,robot,Моль,Медведь,"Два разных человека, взаимодействующих друг с другом",Монстр,Моль,Шкура животного,Головы детей,Четырехлапое животное,"Что-то, связанное со злом",Лобстер,,"Умею, но не люблю",Свобода и стартап,Работать над проектами,Совсем не умею рисовать,Функциональность,Учиться всю жизнь!,"Конечно, игры!",Будем все решать вместе,"Думаю о себе, но не забываю о других",За компьютером,Хочу заниматься интересным делом
12.12.2018 15:07:08,Security,Иное,Слон,Зеркало с одним человеком,Большое животное,Бабочки,Шкура животного,Иное,Четырехлапое животное,Иное,Иное,1) поросенок и его отражение в воде 7) Два слоника на задних лапах соприкасаются попами 9) огонь 10) абстрактные кляксы,"Умею, но не люблю","Главное, чтобы было интересно",Решать задачи,Совсем не умею рисовать,"Важно и то, и другое",Учиться всю жизнь!,Работа важнее!,Хочу быть начальником,"Думаю о себе, но не забываю о других",С книжкой в одиночестве,"И то, и то, и побольше"
12.12.2018 15:30:11,Security,Моль,Иное,"Два разных человека, взаимодействующих друг с другом",Монстр,Летучая мышь,Иное,Иное,Иное,Иное,Иное,,Очень!,"Главное, чтобы было интересно",Создавать новые продукты,Рисую для себя,Функциональность,Учиться всю жизнь!,"Конечно, игры!",Будем все решать вместе,"Думаю о себе, но не забываю о других",С книжкой в одиночестве,"И то, и то, и побольше"
12.12.2018 15:46:21,Security,Моль,"Человек, который смотрит на себя в зеркало",Зеркало с одним человеком,Большое животное,Бабочки,Шкура животного,Иное,Иное,"Что-то, связанное с человеком",Гусениц,не помню,"Умею, но не люблю","Главное, чтобы было интересно",Создавать новые продукты,Совсем не умею рисовать,Функциональность,Учиться всю жизнь!,Работа важнее!,Хочу быть начальником,"Думаю о себе, но не забываю о других",С книжкой в одиночестве,"И то, и то, и побольше"
12.12.2018 16:45:33,Security,Летучая мышь,"Что-то, связанное с сексуальными вещами",Зеркало с одним человеком,Монстр,Моль,Шкура животного,Поцелуй,Четырехлапое животное,"Что-то, связанное со злом",Краб,,Очень!,"Главное, чтобы было интересно",Решать задачи,Рисую для себя,Красота,Учиться всю жизнь!,"Конечно, игры!",Хочу быть начальником,Каждый сам за себя,В шумной веселой компании,"И то, и то, и побольше"
12.12.2018 18:05:23,Security,Летучая мышь,"Что-то, связанное с сексуальными вещами","Два разных человека, взаимодействующих друг с другом",Монстр,Летучая мышь,Шкура животного,Поцелуй,Четырехлапое животное,"Что-то, связанное с человеком",Краб,,"Умею, но не люблю","Главное, чтобы было интересно",Работать над проектами,Совсем не умею рисовать,"Важно и то, и другое",Учиться всю жизнь!,"Конечно, игры!",Будем все решать вместе,Главное в жизни - друзья!,В шумной веселой компании,"И то, и то, и побольше"
12.12.2018 18:10:15,Security,Бабочки,"Человек, который смотрит на себя в зеркало",Зеркало с одним человеком,Шкура животного,Бабочки,Шкура животного,Поцелуй,Бабочка,"Что-то, связанное с человеком",Лобстер,,Очень!,"Главное, чтобы было интересно",Решать задачи,Рисую для себя,Функциональность,Люблю учить!,"Конечно, игры!",Будем все решать вместе,"Думаю о себе, но не забываю о других",В шумной веселой компании,"И то, и то, и побольше"
12.12.2018 20:47:26,Security,Бабочки,"Человек, который смотрит на себя в зеркало",Зеркало с одним человеком,Монстр,Летучая мышь,,Головы женщин,Четырехлапое животное,"Что-то, связанное со злом",Краб,,"Умею, но не люблю","Главное, чтобы было интересно",Работать над проектами,Рисую для себя,"Важно и то, и другое","Хватит учебы, хочу работать","Естественно, соцсети!",Будем все решать вместе,"Думаю о себе, но не забываю о других",За компьютером,"И то, и то, и побольше"
13.12.2018 0:11:05,Security,Моль,"Человек, который смотрит на себя в зеркало","Два разных человека, взаимодействующих друг с другом",Большое животное,Бабочки,Шкура животного,Головы женщин,Четырехлапое животное,"Что-то, связанное со злом",Змеи,,"Умею, но не люблю","Главное, чтобы было интересно",Работать над проектами,Совсем не умею рисовать,Функциональность,"Хватит учебы, хочу работать","Естественно, соцсети!",Будем все решать вместе,"Думаю о себе, но не забываю о других",За компьютером,"И то, и то, и побольше"
13.12.2018 0:23:27,Security,Лицо животного,Медведь,"Два разных человека, взаимодействующих друг с другом",Монстр,Моль,Шкура животного,Поцелуй,Четырехлапое животное,"Что-то, связанное со злом",Краб,1 - две коалы ползут по дереву,Очень!,"Главное, чтобы было интересно",Решать задачи,Рисую для себя,Функциональность,Учиться всю жизнь!,"Естественно, соцсети!","Пусть четко скажут, что делать","Думаю о себе, но не забываю о других",В шумной веселой компании,"И то, и то, и побольше"
13.12.2018 11:47:59,Security,Летучая мышь,"Человек, который смотрит на себя в зеркало",Зеркало с одним человеком,Шкура животного,Моль,Шкура животного,Головы женщин,Четырехлапое животное,"Что-то, связанное с человеком",Гусениц,,Очень!,Свобода и стартап,Решать задачи,Совсем не умею рисовать,Функциональность,Учиться всю жизнь!,"Конечно, игры!",Будем все решать вместе,"Думаю о себе, но не забываю о других",За компьютером,"И то, и то, и побольше"
12.12.2018 14:51:40,Software Architect,Моль,Слон,"Два разных человека, взаимодействующих друг с другом",Шкура животного,Летучая мышь,,Иное,Иное,Иное,Гусениц,"7 - лира, 8 - парусник, 9 - огонь",Очень!,"Главное, чтобы было интересно",Работать над проектами,Совсем не умею рисовать,Функциональность,Учиться всю жизнь!,"Конечно, игры!",Будем все решать вместе,"Думаю о себе, но не забываю о других",С книжкой в одиночестве,"И то, и то, и побольше"
12.12.2018 15:32:54,Software Architect,Летучая мышь,Иное,"Два разных человека, взаимодействующих друг с другом",Большое животное,Бабочки,Шкура животного,Иное,Иное,"Что-то, связанное с человеком",Иное,,Очень!,"Главное, чтобы было интересно",Создавать новые продукты,Рисую для себя,"Важно и то, и другое",Учиться всю жизнь!,Работа важнее!,Хочу быть начальником,Главное в жизни - друзья!,В шумной веселой компании,Без денег никуда
12.12.2018 15:49:42,Software Architect,Иное,Медведь,"Два разных человека, взаимодействующих друг с другом",Шкура животного,Моль,Шкура животного,Иное,Иное,Иное,Краб,"1. Два покемона набросились на жука
7. Клешня краба
8. Два медведя танцуют на лугу
9. Салат с креветками",Очень!,Свобода и стартап,Создавать новые продукты,Совсем не умею рисовать,"Важно и то, и другое",Учиться всю жизнь!,"Конечно, игры!",Будем все решать вместе,"Думаю о себе, но не забываю о других",За компьютером,"И то, и то, и побольше"
12.12.2018 16:02:11,Software Architect,Иное,Иное,"Два разных человека, взаимодействующих друг с другом",Иное,Моль,Иное,Головы женщин,Иное,Иное,Иное,,"Умею, но не люблю",Свобода и стартап,Решать задачи,Рисую для себя,"Важно и то, и другое",Люблю учить!,"Конечно, игры!",Хочу быть начальником,"Думаю о себе, но не забываю о других",В шумной веселой компании,"И то, и то, и побольше"
12.12.2018 16:43:48,Software Architect,Летучая мышь,Медведь,"Два разных человека, взаимодействующих друг с другом",Монстр,Моль,,Поцелуй,Четырехлапое животное,,Гусениц,,Очень!,"Главное, чтобы было интересно",Создавать новые продукты,Совсем не умею рисовать,"Важно и то, и другое",Учиться всю жизнь!,"Конечно, игры!",Будем все решать вместе,Главное в жизни - друзья!,За компьютером,Без денег никуда
12.12.2018 16:49:17,Software Architect,Лицо животного,Медведь,Зеркало с одним человеком,Большое животное,Бабочки,Шкура животного,Головы женщин,Четырехлапое животное,,Гусениц,,Очень!,"Главное, чтобы было интересно",Создавать новые продукты,Совсем не умею рисовать,Красота,Учиться всю жизнь!,"Конечно, игры!",Хочу быть начальником,"Думаю о себе, но не забываю о других",За компьютером,"И то, и то, и побольше"
12.12.2018 17:57:39,Software Architect,Бабочки,"Человек, который смотрит на себя в зеркало","Два разных человека, взаимодействующих друг с другом",Монстр,Моль,Шкура животного,Поцелуй,Четырехлапое животное,"Что-то, связанное со злом",Паук,,"Умею, но не люблю",Свобода и стартап,Работать над проектами,Рисую для себя,Функциональность,Учиться всю жизнь!,"Естественно, соцсети!","Пусть четко скажут, что делать",Каждый сам за себя,В шумной веселой компании,Хочу заниматься интересным делом
12.12.2018 18:02:27,Software Architect,Моль,Медведь,"Два разных человека, взаимодействующих друг с другом",Шкура животного,Моль,Шкура животного,Поцелуй,Четырехлапое животное,"Что-то, связанное со злом",Змеи,,Очень!,"Главное, чтобы было интересно",Работать над проектами,Совсем не умею рисовать,Функциональность,Учиться всю жизнь!,"Конечно, игры!",Будем все решать вместе,Главное в жизни - друзья!,За компьютером,"И то, и то, и побольше"
12.12.2018 19:00:39,Software Architect,Моль,Собака,"Два разных человека, взаимодействующих друг с другом",Большое животное,Моль,Шкура животного,Головы женщин,Четырехлапое животное,,Гусениц,,Очень!,Стабильность и серьезная компания,Решать задачи,Совсем не умею рисовать,"Важно и то, и другое","Хватит учебы, хочу работать","Конечно, игры!","Пусть четко скажут, что делать","Думаю о себе, но не забываю о других",За компьютером,Хочу заниматься интересным делом
12.12.2018 20:38:09,Software Architect,Бабочки,"Человек, который смотрит на себя в зеркало","Два разных человека, взаимодействующих друг с другом",Монстр,Моль,Шкура животного,Головы детей,Четырехлапое животное,"Что-то, связанное со злом",Морда,,"Умею, но не люблю",Стабильность и серьезная компания,Работать над проектами,Совсем не умею рисовать,Красота,Люблю учить!,Работа важнее!,Будем все решать вместе,Каждый сам за себя,В шумной веселой компании,Без денег никуда
12.12.2018 20:41:25,Software Architect,Бабочки,"Человек, который смотрит на себя в зеркало","Два разных человека, взаимодействующих друг с другом",Шкура монстра,Летучая мышь,Шкура животного,Головы женщин,Четырехлапое животное,,Краб,,"Умею, но не люблю","Главное, чтобы было интересно",Работать над проектами,Совсем не умею рисовать,"Важно и то, и другое","Хватит учебы, хочу работать",Работа важнее!,Будем все решать вместе,"Думаю о себе, но не забываю о других",За компьютером,"И то, и то, и побольше"
12.12.2018 20:44:56,Software Architect,Летучая мышь,"Человек, который смотрит на себя в зеркало","Два разных человека, взаимодействующих друг с другом",Монстр,Бабочки,Шкура животного,Поцелуй,Четырехлапое животное,"Что-то, связанное с человеком",Краб,,Очень!,"Главное, чтобы было интересно",Решать задачи,Рисую для себя,Функциональность,Учиться всю жизнь!,"Конечно, игры!",Будем все решать вместе,"Думаю о себе, но не забываю о других",За компьютером,Хочу заниматься интересным делом
12.12.2018 21:31:32,Software Architect,Летучая мышь,"Что-то, связанное с сексуальными вещами","Два разных человека, взаимодействующих друг с другом",Монстр,Летучая мышь,Шкура животного,Поцелуй,Четырехлапое животное,"Что-то, связанное с человеком",Лобстер,,Очень!,"Главное, чтобы было интересно",Решать задачи,Рисую для себя,"Важно и то, и другое",Учиться всю жизнь!,Работа важнее!,Хочу быть начальником,"Думаю о себе, но не забываю о других",За компьютером,"И то, и то, и побольше"
13.12.2018 10:40:03,Software Architect,Лицо животного,"Человек, который смотрит на себя в зеркало",Зеркало с одним человеком,Шкура животного,Бабочки,,Головы женщин,Четырехлапое животное,,Лобстер,"5 две тени показывают бицепс, 9 две белки в молитвенной позе","Умею, но не люблю","Главное, чтобы было интересно",Решать задачи,Совсем не умею рисовать,Функциональность,Учиться всю жизнь!,"Конечно, игры!",Будем все решать вместе,Главное в жизни - друзья!,За компьютером,"И то, и то, и побольше"
12.12.2018 15:21:37,Systemcoder,Иное,Иное,"Два разных человека, взаимодействующих друг с другом",Иное,Моль,Иное,Иное,Иное,Иное,Иное,"Сорян, но нет. Надо было в самих пунктах инпут сделать, щас мне лень уже заново все просматривать.",Очень!,"Главное, чтобы было интересно",Решать задачи,Рисую для себя,"Важно и то, и другое","Хватит учебы, хочу работать","Конечно, игры!",Будем все решать вместе,"Думаю о себе, но не забываю о других",За компьютером,"И то, и то, и побольше"
12.12.2018 17:34:15,Systemcoder,Лицо животного,Медведь,"Два разных человека, взаимодействующих друг с другом",Монстр,Летучая мышь,Шкура животного,Головы женщин,Четырехлапое животное,,Краб,,Очень!,"Главное, чтобы было интересно",Решать задачи,Совсем не умею рисовать,Функциональность,Учиться всю жизнь!,Работа важнее!,Будем все решать вместе,"Думаю о себе, но не забываю о других",С книжкой в одиночестве,"И то, и то, и побольше"
12.12.2018 18:02:03,Systemcoder,Летучая мышь,Молящийся Человек,"Два разных человека, взаимодействующих друг с другом",Шкура животного,Бабочки,Шкура животного,Головы женщин,Четырехлапое животное,"Что-то, связанное со злом",Лобстер,7. Животные ,Очень!,"Главное, чтобы было интересно",Решать задачи,Рисую для себя,"Важно и то, и другое",Учиться всю жизнь!,Работа важнее!,Будем все решать вместе,"Думаю о себе, но не забываю о других",С книжкой в одиночестве,"И то, и то, и побольше"
12.12.2018 19:15:40,Systemcoder,Моль,Слон,"Два разных человека, взаимодействующих друг с другом",Шкура животного,Летучая мышь,,Поцелуй,Бабочка,"Что-то, связанное со злом",Гусениц,,Очень!,Стабильность и серьезная компания,Работать над проектами,Совсем не умею рисовать,"Важно и то, и другое","Хватит учебы, хочу работать",Работа важнее!,Будем все решать вместе,"Думаю о себе, но не забываю о других",За компьютером,"И то, и то, и побольше"
12.12.2018 21:28:15,Systemcoder,Лицо животного,"Человек, который смотрит на себя в зеркало","Два разных человека, взаимодействующих друг с другом",Монстр,Бабочки,Шкура животного,Головы детей,Бабочка,,Краб,,Очень!,"Главное, чтобы было интересно",Создавать новые продукты,Рисую для себя,"Важно и то, и другое",Люблю учить!,"Конечно, игры!",Хочу быть начальником,"Думаю о себе, но не забываю о других",За компьютером,"И то, и то, и побольше"
13.12.2018 12:28:53,BackEnd,Моль,Слон,Зеркало с одним человеком,Шкура животного,Летучая мышь,Шкура животного,Поцелуй,Четырехлапое животное,,Лобстер,,Очень!,"Главное, чтобы было интересно",Решать задачи,Совсем не умею рисовать,Функциональность,Учиться всю жизнь!,"Конечно, игры!",Будем все решать вместе,"Думаю о себе, но не забываю о других",С книжкой в одиночестве,"И то, и то, и побольше"
13.12.2018 12:49:23,Data Scientist,Летучая мышь,Медведь,"Два разных человека, взаимодействующих друг с другом",Монстр,Моль,Шкура животного,Головы детей,Четырехлапое животное,"Что-то, связанное с человеком",Лобстер,,"Умею, но не люблю",Свобода и стартап,Работать над проектами,Рисую для себя,"Важно и то, и другое",Учиться всю жизнь!,"Конечно, игры!",Будем все решать вместе,"Думаю о себе, но не забываю о других",За компьютером,Хочу заниматься интересным делом
